country,date,day,month,price,timesviewed,year
Cyprus,2017-12-03,64,384,179.97999999999993,212,64544
Cyprus,2017-12-10,0,0,0.0,0,0
Cyprus,2017-12-17,2168,1968,713.4900000000004,976,330788
Cyprus,2017-12-24,0,0,0.0,0,0
Cyprus,2017-12-31,0,0,0.0,0,0
Cyprus,2018-01-07,0,0,0.0,0,0
Cyprus,2018-01-14,0,0,0.0,0,0
Cyprus,2018-01-21,0,0,0.0,0,0
Cyprus,2018-01-28,92,4,9.239999999999998,32,8072
Cyprus,2018-02-04,0,0,0.0,0,0
Cyprus,2018-02-11,0,0,0.0,0,0
Cyprus,2018-02-18,552,92,231.63,282,92828
Cyprus,2018-02-25,57,6,19.049999999999997,6,6054
Cyprus,2018-03-04,6,18,19.75,14,12108
Cyprus,2018-03-11,95,57,79.98000000000002,104,38342
Cyprus,2018-03-18,363,63,84.12,200,42378
Cyprus,2018-03-25,500,75,97.03000000000002,177,50450
Cyprus,2018-04-01,0,0,0.0,0,0
Cyprus,2018-04-08,0,0,0.0,0,0
Cyprus,2018-04-15,18,8,7.9,5,4036
Cyprus,2018-04-22,882,196,270.82,371,98882
Cyprus,2018-04-29,0,0,0.0,0,0
Cyprus,2018-05-06,0,0,0.0,0,0
Cyprus,2018-05-13,144,90,79.38000000000001,152,36324
Cyprus,2018-05-20,0,0,0.0,0,0
Cyprus,2018-05-27,0,0,0.0,0,0
Cyprus,2018-06-03,0,0,0.0,0,0
Cyprus,2018-06-10,0,0,0.0,0,0
Cyprus,2018-06-17,0,0,0.0,0,0
Cyprus,2018-06-24,380,120,115.15000000000002,100,40360
Cyprus,2018-07-01,0,0,0.0,0,0
Cyprus,2018-07-08,0,0,0.0,0,0
Cyprus,2018-07-15,0,0,0.0,0,0
Cyprus,2018-07-22,0,0,0.0,0,0
Cyprus,2018-07-29,0,0,0.0,0,0
Cyprus,2018-08-05,0,0,0.0,0,0
Cyprus,2018-08-12,0,0,0.0,0,0
Cyprus,2018-08-19,0,0,0.0,0,0
Cyprus,2018-08-26,0,0,0.0,0,0
Cyprus,2018-09-02,2425,745,327.8599999999999,173,185656
Cyprus,2018-09-09,0,0,0.0,0,0
Cyprus,2018-09-16,0,0,0.0,0,0
Cyprus,2018-09-23,306,162,46.16000000000001,191,36324
Cyprus,2018-09-30,0,0,0.0,0,0
Cyprus,2018-10-07,217,310,109.03999999999999,253,62558
Cyprus,2018-10-14,0,0,0.0,0,0
Cyprus,2018-10-21,0,0,0.0,0,0
Cyprus,2018-10-28,0,0,0.0,0,0
Cyprus,2018-11-04,0,0,0.0,0,0
Cyprus,2018-11-11,28,44,23.3,33,8072
Cyprus,2018-11-18,0,0,0.0,0,0
Cyprus,2018-11-25,0,0,0.0,0,0
Cyprus,2018-12-02,0,0,0.0,0,0
Cyprus,2018-12-09,0,0,0.0,0,0
Cyprus,2018-12-16,913,996,198.67999999999998,570,167494
Cyprus,2018-12-23,0,0,0.0,0,0
Cyprus,2018-12-30,0,0,0.0,0,0
Cyprus,2019-01-06,0,0,0.0,0,0
Cyprus,2019-01-13,144,16,292.00999999999993,117,32304
Cyprus,2019-01-20,0,0,0.0,0,0
Cyprus,2019-01-27,0,0,0.0,0,0
Cyprus,2019-02-03,0,0,0.0,0,0
Cyprus,2019-02-10,368,184,895.280000000001,464,185748
Cyprus,2019-02-17,547,84,108.36000000000001,426,84798
Cyprus,2019-02-24,414,46,698.0000000000003,175,46437
Cyprus,2019-03-03,0,0,0.0,0,0
Cyprus,2019-03-10,336,144,121.19,416,96912
Cyprus,2019-03-17,0,0,0.0,0,0
Cyprus,2019-03-24,0,0,0.0,0,0
Cyprus,2019-03-31,0,0,0.0,0,0
Cyprus,2019-04-07,0,0,0.0,0,0
Cyprus,2019-04-14,20,8,17.9,0,4038
Cyprus,2019-04-21,0,0,0.0,0,0
Cyprus,2019-04-28,0,0,0.0,0,0
Cyprus,2019-05-05,0,0,0.0,0,0
Cyprus,2019-05-12,0,0,0.0,0,0
Cyprus,2019-05-19,0,0,0.0,0,0
Cyprus,2019-05-26,0,0,0.0,0,0
Cyprus,2019-06-02,1457,235,231.0,334,94893
