country,date,day,month,price,timesviewed,year
Channel Islands,2017-12-03,39,468,145.77999999999997,334,78663
Channel Islands,2017-12-10,28,48,26.15,7,8068
Channel Islands,2017-12-17,0,0,0.0,0,0
Channel Islands,2017-12-24,0,0,0.0,0,0
Channel Islands,2017-12-31,0,0,0.0,0,0
Channel Islands,2018-01-07,0,0,0.0,0,0
Channel Islands,2018-01-14,0,0,0.0,0,0
Channel Islands,2018-01-21,405,27,221.79999999999995,172,54486
Channel Islands,2018-01-28,25,1,7.95,0,2018
Channel Islands,2018-02-04,0,0,0.0,0,0
Channel Islands,2018-02-11,0,0,0.0,0,0
Channel Islands,2018-02-18,0,0,0.0,0,0
Channel Islands,2018-02-25,0,0,0.0,0,0
Channel Islands,2018-03-04,0,0,0.0,0,0
Channel Islands,2018-03-11,0,0,0.0,0,0
Channel Islands,2018-03-18,16,3,934.66,2,2018
Channel Islands,2018-03-25,0,0,0.0,0,0
Channel Islands,2018-04-01,432,48,17.780000000000005,167,32288
Channel Islands,2018-04-08,0,0,0.0,0,0
Channel Islands,2018-04-15,459,204,236.78,320,102918
Channel Islands,2018-04-22,0,0,0.0,0,0
Channel Islands,2018-04-29,0,0,0.0,0,0
Channel Islands,2018-05-06,126,315,278.2800000000001,463,127134
Channel Islands,2018-05-13,0,0,0.0,0,0
Channel Islands,2018-05-20,482,150,262.29999999999995,133,60540
Channel Islands,2018-05-27,2799,620,584.6299999999999,951,250232
Channel Islands,2018-06-03,93,15,95.85000000000001,7,6054
Channel Islands,2018-06-10,0,0,0.0,0,0
Channel Islands,2018-06-17,0,0,0.0,0,0
Channel Islands,2018-06-24,126,36,10.3,92,12108
Channel Islands,2018-07-01,0,0,0.0,0,0
Channel Islands,2018-07-08,0,0,0.0,0,0
Channel Islands,2018-07-15,0,0,0.0,0,0
Channel Islands,2018-07-22,94,35,26.7,8,10090
Channel Islands,2018-07-29,0,0,0.0,0,0
Channel Islands,2018-08-05,0,0,0.0,0,0
Channel Islands,2018-08-12,0,0,0.0,0,0
Channel Islands,2018-08-19,34,16,3.3,21,4036
Channel Islands,2018-08-26,1104,384,189.77999999999994,352,96864
Channel Islands,2018-09-02,0,0,0.0,0,0
Channel Islands,2018-09-09,93,279,154.85999999999999,208,62558
Channel Islands,2018-09-16,0,0,0.0,0,0
Channel Islands,2018-09-23,2401,1107,391.75999999999976,1047,248214
Channel Islands,2018-09-30,3173,1035,320.2299999999998,1143,232070
Channel Islands,2018-10-07,7,20,21.25,3,4036
Channel Islands,2018-10-14,19,20,5.8,2,4036
Channel Islands,2018-10-21,654,370,449.73999999999984,181,74666
Channel Islands,2018-10-28,0,0,0.0,0,0
Channel Islands,2018-11-04,1831,620,275.63,134,125116
Channel Islands,2018-11-11,495,495,250.64999999999995,390,90810
Channel Islands,2018-11-18,240,165,88.75,143,30270
Channel Islands,2018-11-25,851,407,156.90000000000003,333,74666
Channel Islands,2018-12-02,0,0,0.0,0,0
Channel Islands,2018-12-09,204,408,321.27999999999986,122,68612
Channel Islands,2018-12-16,0,0,0.0,0,0
Channel Islands,2018-12-23,0,0,0.0,0,0
Channel Islands,2018-12-30,0,0,0.0,0,0
Channel Islands,2019-01-06,0,0,0.0,0,0
Channel Islands,2019-01-13,0,0,0.0,0,0
Channel Islands,2019-01-20,0,0,0.0,0,0
Channel Islands,2019-01-27,720,30,183.48,205,60570
Channel Islands,2019-02-03,56,2,15.25,3,4038
Channel Islands,2019-02-10,0,0,0.0,0,0
Channel Islands,2019-02-17,120,20,26.220000000000002,113,20190
Channel Islands,2019-02-24,0,0,0.0,0,0
Channel Islands,2019-03-03,1053,78,139.32,305,78741
Channel Islands,2019-03-10,920,429,463.87999999999977,1183,288717
Channel Islands,2019-03-17,0,0,0.0,0,0
Channel Islands,2019-03-24,0,0,0.0,0,0
Channel Islands,2019-03-31,0,0,0.0,0,0
Channel Islands,2019-04-07,0,0,0.0,0,0
Channel Islands,2019-04-14,90,36,78.1,85,18171
Channel Islands,2019-04-21,0,0,0.0,0,0
Channel Islands,2019-04-28,0,0,0.0,0,0
Channel Islands,2019-05-05,0,0,0.0,0,0
Channel Islands,2019-05-12,0,0,0.0,0,0
Channel Islands,2019-05-19,556,175,800.9000000000002,163,70665
Channel Islands,2019-05-26,44,10,10.45,4,4038
Channel Islands,2019-06-02,0,0,0.0,0,0
Channel Islands,2019-06-09,0,0,0.0,0,0
Channel Islands,2019-06-16,1134,486,355.13999999999993,731,163539
Channel Islands,2019-06-23,0,0,0.0,0,0
Channel Islands,2019-06-30,0,0,0.0,0,0
Channel Islands,2019-07-07,0,0,0.0,0,0
Channel Islands,2019-07-14,0,0,0.0,0,0
Channel Islands,2019-07-21,0,0,0.0,0,0
Channel Islands,2019-07-28,0,0,0.0,0,0
Channel Islands,2019-08-04,377,91,58.489999999999995,146,26247
