country,date,day,month,price,timesviewed,year
Hong Kong,2018-04-22,864,192,100.26000000000002,518,96864
Hong Kong,2018-04-29,0,0,0.0,0,0
Hong Kong,2018-05-06,0,0,0.0,0,0
Hong Kong,2018-05-13,0,0,0.0,0,0
Hong Kong,2018-05-20,0,0,0.0,0,0
Hong Kong,2018-05-27,46,10,4793.22,3,4036
Hong Kong,2018-06-03,0,0,0.0,0,0
Hong Kong,2018-06-10,0,0,0.0,0,0
Hong Kong,2018-06-17,0,0,0.0,0,0
Hong Kong,2018-06-24,504,144,54.600000000000016,272,48432
Hong Kong,2018-07-01,0,0,0.0,0,0
Hong Kong,2018-07-08,0,0,0.0,0,0
Hong Kong,2018-07-15,0,0,0.0,0,0
Hong Kong,2018-07-22,0,0,0.0,0,0
Hong Kong,2018-07-29,0,0,0.0,0,0
Hong Kong,2018-08-05,0,0,0.0,0,0
Hong Kong,2018-08-12,16,16,3767.3,5,4036
Hong Kong,2018-08-19,0,0,0.0,0,0
Hong Kong,2018-08-26,0,0,0.0,0,0
Hong Kong,2018-09-02,0,0,0.0,0,0
Hong Kong,2018-09-09,0,0,0.0,0,0
Hong Kong,2018-09-16,0,0,0.0,0,0
Hong Kong,2018-09-23,0,0,0.0,0,0
Hong Kong,2018-09-30,0,0,0.0,0,0
Hong Kong,2018-10-07,0,0,0.0,0,0
Hong Kong,2018-10-14,0,0,0.0,0,0
Hong Kong,2018-10-21,0,0,0.0,0,0
Hong Kong,2018-10-28,0,0,0.0,0,0
Hong Kong,2018-11-04,0,0,0.0,0,0
Hong Kong,2018-11-11,0,0,0.0,0,0
Hong Kong,2018-11-18,0,0,0.0,0,0
Hong Kong,2018-11-25,0,0,0.0,0,0
Hong Kong,2018-12-02,0,0,0.0,0,0
Hong Kong,2018-12-09,0,0,0.0,0,0
Hong Kong,2018-12-16,0,0,0.0,0,0
Hong Kong,2018-12-23,0,0,0.0,0,0
Hong Kong,2018-12-30,0,0,0.0,0,0
Hong Kong,2019-01-06,0,0,0.0,0,0
Hong Kong,2019-01-13,0,0,0.0,0,0
Hong Kong,2019-01-20,0,0,0.0,0,0
Hong Kong,2019-01-27,1197,57,178.85999999999999,540,115083
Hong Kong,2019-02-03,0,0,0.0,0,0
Hong Kong,2019-02-10,0,0,0.0,0,0
Hong Kong,2019-02-17,0,0,0.0,0,0
Hong Kong,2019-02-24,0,0,0.0,0,0
Hong Kong,2019-03-03,0,0,0.0,0,0
Hong Kong,2019-03-10,0,0,0.0,0,0
Hong Kong,2019-03-17,24,6,5167.52,1,4038
Hong Kong,2019-03-24,0,0,0.0,0,0
Hong Kong,2019-03-31,0,0,0.0,0,0
Hong Kong,2019-04-07,0,0,0.0,0,0
Hong Kong,2019-04-14,288,128,113.41000000000001,291,64608
Hong Kong,2019-04-21,0,0,0.0,0,0
Hong Kong,2019-04-28,0,0,0.0,0,0
Hong Kong,2019-05-05,0,0,0.0,0,0
Hong Kong,2019-05-12,930,465,217.95999999999984,855,187767
Hong Kong,2019-05-19,0,0,0.0,0,0
Hong Kong,2019-05-26,0,0,0.0,0,0
Hong Kong,2019-06-02,0,0,0.0,0,0
Hong Kong,2019-06-09,0,0,0.0,0,0
Hong Kong,2019-06-16,0,0,0.0,0,0
Hong Kong,2019-06-23,304,96,59.44,150,32304
