country,date,day,month,price,timesviewed,year
Israel,2018-07-01,1204,258,125.17999999999999,416,86774
Israel,2018-07-08,0,0,0.0,0,0
Israel,2018-07-15,0,0,0.0,0,0
Israel,2018-07-22,0,0,0.0,0,0
Israel,2018-07-29,0,0,0.0,0,0
Israel,2018-08-05,0,0,0.0,0,0
Israel,2018-08-12,0,0,0.0,0,0
Israel,2018-08-19,0,0,0.0,0,0
Israel,2018-08-26,0,0,0.0,0,0
Israel,2018-09-02,0,0,0.0,0,0
Israel,2018-09-09,0,0,0.0,0,0
Israel,2018-09-16,0,0,0.0,0,0
Israel,2018-09-23,0,0,0.0,0,0
Israel,2018-09-30,0,0,0.0,0,0
Israel,2018-10-07,0,0,0.0,0,0
Israel,2018-10-14,0,0,0.0,0,0
Israel,2018-10-21,0,0,0.0,0,0
Israel,2018-10-28,0,0,0.0,0,0
Israel,2018-11-04,0,0,0.0,0,0
Israel,2018-11-11,217,341,119.25000000000001,293,62558
Israel,2018-11-18,0,0,0.0,0,0
Israel,2018-11-25,0,0,0.0,0,0
Israel,2018-12-02,0,0,0.0,0,0
Israel,2018-12-09,0,0,0.0,0,0
Israel,2018-12-16,24,24,8.06,1,4036
Israel,2018-12-23,0,0,0.0,0,0
Israel,2018-12-30,0,0,0.0,0,0
Israel,2019-01-06,0,0,0.0,0,0
Israel,2019-01-13,98,14,59.94000000000001,93,28266
Israel,2019-01-20,0,0,0.0,0,0
Israel,2019-01-27,0,0,0.0,0,0
Israel,2019-02-03,0,0,0.0,0,0
Israel,2019-02-10,0,0,0.0,0,0
Israel,2019-02-17,208,32,46.800000000000004,199,32304
Israel,2019-02-24,0,0,0.0,0,0
Israel,2019-03-03,0,0,0.0,0,0
Israel,2019-03-10,0,0,0.0,0,0
Israel,2019-03-17,0,0,0.0,0,0
Israel,2019-03-24,0,0,0.0,0,0
Israel,2019-03-31,174,18,33.75,30,12114
Israel,2019-04-07,0,0,0.0,0,0
Israel,2019-04-14,0,0,0.0,0,0
Israel,2019-04-21,0,0,0.0,0,0
Israel,2019-04-28,0,0,0.0,0,0
Israel,2019-05-05,0,0,0.0,0,0
Israel,2019-05-12,0,0,0.0,0,0
Israel,2019-05-19,0,0,0.0,0,0
Israel,2019-05-26,0,0,0.0,0,0
Israel,2019-06-02,0,0,0.0,0,0
Israel,2019-06-09,0,0,0.0,0,0
Israel,2019-06-16,0,0,0.0,0,0
Israel,2019-06-23,0,0,0.0,0,0
Israel,2019-06-30,0,0,0.0,0,0
Israel,2019-07-07,0,0,0.0,0,0
Israel,2019-07-14,297,189,64.61000000000001,365,54513
